Dataset	Genome_ID	n_16S	n_tRNA	total_genes	n_MCP	n_transporter	n_transfact	n_osmostress	n_SMBC	accessions
Yu et al. 2020	GCA_013361665.1_ASM1336166v1_genomic	0	56	8861	0	188	797	2	25	GCA_013361665.1
Yu et al. 2020	GCA_013362725.1_ASM1336272v1_genomic	0	44	4392	2	91	359	5	8	GCA_013362725.1
Yu et al. 2020	GCA_013361975.1_ASM1336197v1_genomic	0	45	3070	0	61	185	2	3	GCA_013361975.1
Yu et al. 2020	GCA_013362115.1_ASM1336211v1_genomic	0	50	6247	0	121	486	0	15	GCA_013362115.1
Yu et al. 2020	GCA_013362185.1_ASM1336218v1_genomic	0	43	5447	0	105	419	0	13	GCA_013362185.1
Yu et al. 2020	GCA_013361855.1_ASM1336185v1_genomic	0	53	8000	0	154	676	2	26	GCA_013361855.1
Yu et al. 2020	GCA_013362815.1_ASM1336281v1_genomic	0	58	6836	0	131	540	0	15	GCA_013362815.1
Yu et al. 2020	GCA_013362405.1_ASM1336240v1_genomic	0	36	2459	2	47	99	1	1	GCA_013362405.1
Yu et al. 2020	GCA_013361585.1_ASM1336158v1_genomic	0	60	10138	0	193	826	4	57	GCA_013361585.1
Yu et al. 2020	GCA_013361505.1_ASM1336150v1_genomic	0	33	3053	1	58	140	2	4	GCA_013361505.1
Yu et al. 2020	GCA_013361755.1_ASM1336175v1_genomic	0	31	2754	0	52	177	2	7	GCA_013361755.1
Yu et al. 2020	GCA_013362415.1_ASM1336241v1_genomic	0	24	4191	0	78	217	1	4	GCA_013362415.1
Yu et al. 2020	GCA_013362045.1_ASM1336204v1_genomic	0	33	2852	0	53	132	0	2	GCA_013362045.1
Yu et al. 2020	GCA_013361595.1_ASM1336159v1_genomic	0	31	4895	0	89	332	4	20	GCA_013361595.1
Yu et al. 2020	GCA_013361365.1_ASM1336136v1_genomic	0	47	7898	0	143	712	1	29	GCA_013361365.1
Yu et al. 2020	GCA_013362565.1_ASM1336256v1_genomic	0	60	6917	0	125	541	0	18	GCA_013362565.1
Yu et al. 2020	GCA_013361475.1_ASM1336147v1_genomic	0	47	6807	0	122	512	1	21	GCA_013361475.1
Yu et al. 2020	GCA_013362145.1_ASM1336214v1_genomic	0	32	10557	0	188	851	2	24	GCA_013362145.1
Yu et al. 2020	GCA_013362505.1_ASM1336250v1_genomic	0	31	3655	0	65	208	1	2	GCA_013362505.1
Yu et al. 2020	GCA_013362785.1_ASM1336278v1_genomic	0	57	7126	0	125	545	6	37	GCA_013362785.1
Yu et al. 2020	GCA_013362835.1_ASM1336283v1_genomic	0	20	3968	0	69	320	1	14	GCA_013362835.1
Yu et al. 2020	GCA_013361685.1_ASM1336168v1_genomic	0	96	8522	0	146	695	1	29	GCA_013361685.1
Yu et al. 2020	GCA_013362885.1_ASM1336288v1_genomic	0	52	6778	0	116	502	0	14	GCA_013362885.1
Yu et al. 2020	GCA_013362305.1_ASM1336230v1_genomic	0	50	8648	0	148	730	1	27	GCA_013362305.1
Yu et al. 2020	GCA_013361925.1_ASM1336192v1_genomic	0	46	5732	0	98	443	5	18	GCA_013361925.1
Yu et al. 2020	GCA_013362635.1_ASM1336263v1_genomic	0	30	4660	0	79	384	1	20	GCA_013362635.1
Yu et al. 2020	GCA_013361435.1_ASM1336143v1_genomic	0	54	3920	0	66	195	4	10	GCA_013361435.1
Yu et al. 2020	GCA_013362225.1_ASM1336222v1_genomic	0	52	3387	0	57	119	0	3	GCA_013362225.1
Yu et al. 2020	GCA_013361955.1_ASM1336195v1_genomic	0	45	4705	0	79	295	1	1	GCA_013361955.1
Yu et al. 2020	GCA_013362695.1_ASM1336269v1_genomic	0	72	9711	0	163	833	3	72	GCA_013362695.1
Yu et al. 2020	GCA_013362805.1_ASM1336280v1_genomic	0	45	2865	0	48	169	0	6	GCA_013362805.1
Yu et al. 2020	GCA_013361555.1_ASM1336155v1_genomic	0	40	3480	0	58	192	3	2	GCA_013361555.1
Yu et al. 2020	GCA_013362625.1_ASM1336262v1_genomic	0	30	4828	0	80	341	3	22	GCA_013362625.1
Yu et al. 2020	GCA_013362425.1_ASM1336242v1_genomic	0	71	8094	0	134	641	4	43	GCA_013362425.1
Yu et al. 2020	GCA_013361705.1_ASM1336170v1_genomic	0	37	4431	0	73	236	0	7	GCA_013361705.1
Yu et al. 2020	GCA_013361845.1_ASM1336184v1_genomic	0	52	3405	0	56	121	0	3	GCA_013361845.1
Yu et al. 2020	GCA_013361895.1_ASM1336189v1_genomic	0	44	4080	0	67	294	2	5	GCA_013361895.1
Yu et al. 2020	GCA_013362055.1_ASM1336205v1_genomic	1	53	3961	0	65	139	0	3	GCA_013362055.1
Yu et al. 2020	GCA_013362545.1_ASM1336254v1_genomic	0	53	3361	0	55	114	0	3	GCA_013362545.1
Yu et al. 2020	GCA_013362915.1_ASM1336291v1_genomic	0	36	6403	0	104	466	1	18	GCA_013362915.1
Yu et al. 2020	GCA_013361605.1_ASM1336160v1_genomic	0	53	3347	0	54	119	0	3	GCA_013361605.1
Yu et al. 2020	GCA_013362325.1_ASM1336232v1_genomic	0	48	3484	0	56	182	1	2	GCA_013362325.1
Yu et al. 2020	GCA_013362685.1_ASM1336268v1_genomic	0	46	6228	0	100	474	3	18	GCA_013362685.1
Yu et al. 2020	GCA_013361935.1_ASM1336193v1_genomic	0	56	3691	0	59	137	0	2	GCA_013361935.1
Yu et al. 2020	GCA_013362735.1_ASM1336273v1_genomic	0	38	2393	0	38	82	0	2	GCA_013362735.1
Yu et al. 2020	GCA_013361335.1_ASM1336133v1_genomic	0	54	3373	1	53	116	0	3	GCA_013361335.1
Yu et al. 2020	GCA_013361795.1_ASM1336179v1_genomic	0	22	1978	0	31	91	2	0	GCA_013361795.1
Yu et al. 2020	GCA_013361465.1_ASM1336146v1_genomic	0	69	10618	0	166	792	5	40	GCA_013361465.1
Yu et al. 2020	GCA_013362555.1_ASM1336255v1_genomic	0	46	3899	0	60	246	4	22	GCA_013362555.1
Yu et al. 2020	GCA_013361425.1_ASM1336142v1_genomic	0	45	3319	0	51	176	2	2	GCA_013361425.1
Yu et al. 2020	GCA_013361355.1_ASM1336135v1_genomic	0	52	6387	0	98	491	1	26	GCA_013361355.1
Yu et al. 2020	GCA_013362105.1_ASM1336210v1_genomic	0	27	2022	0	31	91	1	4	GCA_013362105.1
Yu et al. 2020	GCA_013361325.1_ASM1336132v1_genomic	0	48	3784	0	58	139	0	2	GCA_013361325.1
Yu et al. 2020	GCA_013362285.1_ASM1336228v1_genomic	0	36	7089	0	108	609	2	7	GCA_013362285.1
Yu et al. 2020	GCA_013362945.1_ASM1336294v1_genomic	0	54	9541	0	145	724	4	48	GCA_013362945.1
Yu et al. 2020	GCA_013362295.1_ASM1336229v1_genomic	0	54	4033	0	61	189	0	0	GCA_013362295.1
Yu et al. 2020	GCA_013362085.1_ASM1336208v1_genomic	0	43	7964	0	120	518	1	33	GCA_013362085.1
Yu et al. 2020	GCA_013362315.1_ASM1336231v1_genomic	0	61	7085	0	106	536	3	38	GCA_013362315.1
Yu et al. 2020	GCA_013362025.1_ASM1336202v1_genomic	0	37	3283	1	49	122	0	2	GCA_013362025.1
Yu et al. 2020	GCA_013361715.1_ASM1336171v1_genomic	0	47	3552	0	51	124	0	4	GCA_013361715.1
Yu et al. 2020	GCA_013361745.1_ASM1336174v1_genomic	0	39	2856	0	41	83	1	1	GCA_013361745.1
Yu et al. 2020	GCA_013362235.1_ASM1336223v1_genomic	0	31	1954	0	28	90	0	1	GCA_013362235.1
Yu et al. 2020	GCA_013362265.1_ASM1336226v1_genomic	0	35	4676	0	66	372	2	14	GCA_013362265.1
Yu et al. 2020	GCA_013362525.1_ASM1336252v1_genomic	0	32	2444	0	34	95	0	2	GCA_013362525.1
Yu et al. 2020	GCA_013362655.1_ASM1336265v1_genomic	0	42	3475	1	48	127	0	2	GCA_013362655.1
Yu et al. 2020	GCA_013362155.1_ASM1336215v1_genomic	0	59	8486	0	117	688	5	28	GCA_013362155.1
Yu et al. 2020	GCA_013362195.1_ASM1336219v1_genomic	0	34	4162	0	56	152	1	1	GCA_013362195.1
Yu et al. 2020	GCA_013361825.1_ASM1336182v1_genomic	0	73	10631	0	143	785	4	40	GCA_013361825.1
Yu et al. 2020	GCA_013361645.1_ASM1336164v1_genomic	0	40	4989	0	64	323	1	14	GCA_013361645.1
Yu et al. 2020	GCA_013362745.1_ASM1336274v1_genomic	0	48	8689	0	110	593	2	43	GCA_013362745.1
Yu et al. 2020	GCA_013362605.1_ASM1336260v1_genomic	0	22	1908	0	24	85	0	0	GCA_013362605.1
Yu et al. 2020	GCA_013362445.1_ASM1336244v1_genomic	0	21	5763	0	68	356	1	13	GCA_013362445.1
Yu et al. 2020	GCA_013361785.1_ASM1336178v1_genomic	0	42	2431	0	27	96	1	5	GCA_013361785.1
Yu et al. 2020	GCA_013362935.1_ASM1336293v1_genomic	0	26	2639	0	27	103	0	1	GCA_013362935.1
Yu et al. 2020	GCA_013368795.1_ASM1336879v1_genomic	0	60	8931	0	78	381	2	8	GCA_013368795.1
Yu et al. 2020	GCA_013361525.1_ASM1336152v1_genomic	0	70	10286	1	70	485	2	22	GCA_013361525.1
Yu et al. 2020	GCA_013361345.1_ASM1336134v1_genomic	0	51	7619	0	51	295	0	14	GCA_013361345.1
Wilhelm et al. 2019	GCA_900151395.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.32	0	2	1277	4	32	81	3	6	GCA_900151395.1
Wilhelm et al. 2019	GCA_900151205.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.15	0	65	11682	11	279	936	15	15	GCA_900151205.1
Wilhelm et al. 2019	GCA_900152325.1_ONTARIO_JACKPINE_ORGANIC_Bin.39	0	83	12046	11	280	883	16	18	GCA_900152325.1
Wilhelm et al. 2019	GCA_900152765.1_TEXAS_LOBLOLLY_MINERAL_Bin.42	0	36	4192	5	96	251	4	4	GCA_900152765.1
Wilhelm et al. 2019	GCA_900153545.1_CALIFORNIA_MINERAL_Bin.29	0	23	3612	0	77	201	2	4	GCA_900153545.1
Wilhelm et al. 2019	GCA_900152025.1_ONTARIO_JACKPINE_ORGANIC_Bin.11	0	8	2015	0	42	116	2	3	GCA_900152025.1
Wilhelm et al. 2019	GCA_900153895.1_ONTARIO_MINERAL_Bin.18	0	68	5769	2	117	373	7	3	GCA_900153895.1
Wilhelm et al. 2019	GCA_900152225.1_ONTARIO_JACKPINE_ORGANIC_Bin.2	0	11	1155	0	23	47	0	4	GCA_900152225.1
Wilhelm et al. 2019	GCA_900151825.1_ONTARIO_JACKPINE_MINERAL_Bin.22	0	28	2964	0	59	206	4	6	GCA_900151825.1
Wilhelm et al. 2019	GCA_900151915.1_ONTARIO_JACKPINE_MINERAL_Bin.30	0	45	4398	3	85	301	6	8	GCA_900151915.1
Wilhelm et al. 2019	GCA_900154325.1_TEXAS_MINERAL_Bin.1	0	6	3390	1	65	208	4	3	GCA_900154325.1
Wilhelm et al. 2019	GCA_900151745.1_ONTARIO_JACKPINE_MINERAL_Bin.15	0	41	3526	0	67	253	1	3	GCA_900151745.1
Wilhelm et al. 2019	GCA_900150745.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.1	0	51	4316	4	82	227	4	1	GCA_900150745.1
Wilhelm et al. 2019	GCA_900153165.1_TEXAS_LOBLOLLY_ORGANIC_Bin.2	0	4	1057	0	20	51	0	2	GCA_900153165.1
Wilhelm et al. 2019	GCA_900151465.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.39	0	52	4084	0	76	246	2	11	GCA_900151465.1
Wilhelm et al. 2019	GCA_900152915.1_TEXAS_LOBLOLLY_MINERAL_Bin.6	0	62	4762	2	88	338	4	9	GCA_900152915.1
Wilhelm et al. 2019	GCA_900154295.1_ONTARIO_ORGANIC_Bin.7	0	50	4082	0	73	138	3	7	GCA_900154295.1
Wilhelm et al. 2019	GCA_900150575.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.4	0	23	3645	0	65	239	0	3	GCA_900150575.1
Wilhelm et al. 2019	GCA_900154165.1_ONTARIO_ORGANIC_Bin.10	0	8	1290	0	23	39	0	4	GCA_900154165.1
Wilhelm et al. 2019	GCA_900152715.1_TEXAS_LOBLOLLY_MINERAL_Bin.38	0	7	1741	3	31	145	4	5	GCA_900152715.1
Wilhelm et al. 2019	GCA_900154085.1_ONTARIO_MINERAL_Bin.35	0	12	1916	1	34	130	2	4	GCA_900154085.1
Wilhelm et al. 2019	GCA_900152455.1_TEXAS_LOBLOLLY_MINERAL_Bin.13	0	9	1246	1	22	86	3	1	GCA_900152455.1
Wilhelm et al. 2019	GCA_900151155.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.10	0	39	4369	0	76	231	4	6	GCA_900151155.1
Wilhelm et al. 2019	GCA_900151695.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.9	0	1	923	0	16	43	0	1	GCA_900151695.1
Wilhelm et al. 2019	GCA_900154145.1_ONTARIO_MINERAL_Bin.8	0	4	1394	0	24	65	1	2	GCA_900154145.1
Wilhelm et al. 2019	GCA_900151335.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.27	0	48	6793	2	116	442	6	8	GCA_900151335.1
Wilhelm et al. 2019	GCA_900154245.1_ONTARIO_ORGANIC_Bin.2	0	21	3300	0	56	131	2	6	GCA_900154245.1
Wilhelm et al. 2019	GCA_900150445.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.21	0	72	8915	0	151	562	2	6	GCA_900150445.1
Wilhelm et al. 2019	GCA_900153065.1_TEXAS_LOBLOLLY_ORGANIC_Bin.20	0	18	1772	0	30	92	0	4	GCA_900153065.1
Wilhelm et al. 2019	GCA_900150015.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.10	0	42	4745	2	80	222	2	6	GCA_900150015.1
Wilhelm et al. 2019	GCA_900154005.1_ONTARIO_MINERAL_Bin.28	0	2	1247	0	21	62	0	2	GCA_900154005.1
Wilhelm et al. 2019	GCA_900153025.1_TEXAS_LOBLOLLY_ORGANIC_Bin.17	0	162	17642	14	296	998	14	13	GCA_900153025.1
Wilhelm et al. 2019	GCA_900151715.1_ONTARIO_JACKPINE_MINERAL_Bin.12	0	64	8301	11	138	469	6	18	GCA_900151715.1
Wilhelm et al. 2019	GCA_900150925.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.11	0	112	11008	1	182	586	7	16	GCA_900150925.1
Wilhelm et al. 2019	GCA_900151475.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.3	0	19	1452	0	24	121	1	2	GCA_900151475.1
Wilhelm et al. 2019	GCA_900151435.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.36	0	8	1760	0	29	55	0	2	GCA_900151435.1
Wilhelm et al. 2019	GCA_900153045.1_TEXAS_LOBLOLLY_ORGANIC_Bin.1	0	42	1883	0	31	52	1	0	GCA_900153045.1
Wilhelm et al. 2019	GCA_900152575.1_TEXAS_LOBLOLLY_MINERAL_Bin.24	0	542	60449	17	989	3169	58	92	GCA_900152575.1
Wilhelm et al. 2019	GCA_900151165.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.11	0	45	4348	0	71	303	1	8	GCA_900151165.1
Wilhelm et al. 2019	GCA_900154305.1_ONTARIO_ORGANIC_Bin.8	0	52	5780	0	94	236	9	10	GCA_900154305.1
Wilhelm et al. 2019	GCA_900153755.1_CALIFORNIA_ORGANIC_Bin.3	0	58	7253	0	117	313	7	8	GCA_900153755.1
Wilhelm et al. 2019	GCA_900150585.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.5	0	33	3808	1	61	202	4	1	GCA_900150585.1
Wilhelm et al. 2019	GCA_900154105.1_ONTARIO_MINERAL_Bin.4	0	112	13220	2	211	568	16	21	GCA_900154105.1
Wilhelm et al. 2019	GCA_900152855.1_TEXAS_LOBLOLLY_MINERAL_Bin.50	0	58	6862	11	109	469	11	10	GCA_900152855.1
Wilhelm et al. 2019	GCA_900150195.1_BC_LODGEPOLE_MINERAL_Bin.21	0	8	1139	0	18	60	1	1	GCA_900150195.1
Wilhelm et al. 2019	GCA_900154115.1_ONTARIO_MINERAL_Bin.5	0	27	2789	0	44	105	1	5	GCA_900154115.1
Wilhelm et al. 2019	GCA_900154235.1_ONTARIO_ORGANIC_Bin.1	0	72	9468	1	149	365	9	11	GCA_900154235.1
Wilhelm et al. 2019	GCA_900150135.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.12	0	28	2988	0	47	172	3	1	GCA_900150135.1
Wilhelm et al. 2019	GCA_900152955.1_TEXAS_LOBLOLLY_ORGANIC_Bin.10	0	27	1972	1	31	97	1	4	GCA_900152955.1
Wilhelm et al. 2019	GCA_900150855.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.3	0	32	4407	0	69	336	1	21	GCA_900150855.1
Wilhelm et al. 2019	GCA_900153785.1_CALIFORNIA_ORGANIC_Bin.6	0	53	4221	0	66	183	6	5	GCA_900153785.1
Wilhelm et al. 2019	GCA_900151545.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.46	0	113	16511	2	257	774	3	26	GCA_900151545.1
Wilhelm et al. 2019	GCA_900150705.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.17	0	20	2828	0	44	127	2	2	GCA_900150705.1
Wilhelm et al. 2019	GCA_900151015.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.1	0	11	2459	7	38	187	4	3	GCA_900151015.1
Wilhelm et al. 2019	GCA_900151555.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.47	0	7	2338	0	36	104	0	13	GCA_900151555.1
Wilhelm et al. 2019	GCA_900150525.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.29	0	37	4040	0	62	226	3	5	GCA_900150525.1
Wilhelm et al. 2019	GCA_900153155.1_TEXAS_LOBLOLLY_ORGANIC_Bin.29	0	45	6402	4	98	355	4	2	GCA_900153155.1
Wilhelm et al. 2019	GCA_900151215.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.16	0	9	1584	0	24	71	0	2	GCA_900151215.1
Wilhelm et al. 2019	GCA_900150535.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.2	0	28	3764	6	57	208	3	4	GCA_900150535.1
Wilhelm et al. 2019	GCA_900151145.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.8	0	47	2800	0	42	188	0	1	GCA_900151145.1
Wilhelm et al. 2019	GCA_900152665.1_TEXAS_LOBLOLLY_MINERAL_Bin.33	0	297	32051	22	472	1956	31	30	GCA_900152665.1
Wilhelm et al. 2019	GCA_900153535.1_CALIFORNIA_MINERAL_Bin.28	0	55	8453	1	124	441	10	14	GCA_900153535.1
Wilhelm et al. 2019	GCA_900154185.1_ONTARIO_ORGANIC_Bin.12	0	45	4870	5	71	251	4	2	GCA_900154185.1
Wilhelm et al. 2019	GCA_900150075.1_BC_LODGEPOLE_ORGANIC_Bin.5	0	53	3912	0	57	203	0	3	GCA_900150075.1
Wilhelm et al. 2019	GCA_900153845.1_ONTARIO_MINERAL_Bin.13	0	16	2352	0	34	99	1	2	GCA_900153845.1
Wilhelm et al. 2019	GCA_900152005.1_ONTARIO_JACKPINE_MINERAL_Bin.8	0	95	13677	0	196	828	18	18	GCA_900152005.1
Wilhelm et al. 2019	GCA_900153425.1_CALIFORNIA_MINERAL_Bin.18	0	3	1538	1	22	66	0	5	GCA_900153425.1
Wilhelm et al. 2019	GCA_900155275.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.9	0	12	1612	0	23	111	0	1	GCA_900155275.1
Wilhelm et al. 2019	GCA_900150645.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.11	0	154	22386	48	319	1266	25	36	GCA_900150645.1
Wilhelm et al. 2019	GCA_900153375.1_CALIFORNIA_MINERAL_Bin.13	0	20	2389	2	34	111	4	3	GCA_900153375.1
Wilhelm et al. 2019	GCA_900153625.1_CALIFORNIA_MINERAL_Bin.36	0	14	2042	2	29	78	4	1	GCA_900153625.1
Wilhelm et al. 2019	GCA_900152015.1_ONTARIO_JACKPINE_MINERAL_Bin.9	0	115	11197	0	159	547	12	11	GCA_900152015.1
Wilhelm et al. 2019	GCA_900151355.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.29	0	51	4663	0	66	352	1	1	GCA_900151355.1
Wilhelm et al. 2019	GCA_900153345.1_CALIFORNIA_MINERAL_Bin.10	0	68	6716	2	95	315	2	8	GCA_900153345.1
Wilhelm et al. 2019	GCA_900153355.1_CALIFORNIA_MINERAL_Bin.11	0	31	3608	0	51	123	3	6	GCA_900153355.1
Wilhelm et al. 2019	GCA_900153655.1_CALIFORNIA_MINERAL_Bin.39	0	15	2767	0	39	163	2	4	GCA_900153655.1
Wilhelm et al. 2019	GCA_900151095.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.3	0	186	27902	33	393	1558	34	33	GCA_900151095.1
Wilhelm et al. 2019	GCA_900153525.1_CALIFORNIA_MINERAL_Bin.27	0	61	8277	1	116	398	4	10	GCA_900153525.1
Wilhelm et al. 2019	GCA_900152335.1_ONTARIO_JACKPINE_ORGANIC_Bin.3	0	6	861	2	12	49	1	2	GCA_900152335.1
Wilhelm et al. 2019	GCA_900153575.1_CALIFORNIA_MINERAL_Bin.31	0	19	2296	0	32	87	1	3	GCA_900153575.1
Wilhelm et al. 2019	GCA_900152725.1_TEXAS_LOBLOLLY_MINERAL_Bin.39	0	8	1652	0	23	96	2	1	GCA_900152725.1
Wilhelm et al. 2019	GCA_900150345.1_BC_LODGEPOLE_MINERAL_Bin.3	0	16	1877	0	26	58	1	0	GCA_900150345.1
Wilhelm et al. 2019	GCA_900154275.1_ONTARIO_ORGANIC_Bin.5	0	8	2528	0	35	148	1	2	GCA_900154275.1
Wilhelm et al. 2019	GCA_900151245.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.19	0	15	1461	0	20	80	1	3	GCA_900151245.1
Wilhelm et al. 2019	GCA_900150175.1_BC_LODGEPOLE_ORGANIC_Bin.12	0	25	2345	1	32	97	1	2	GCA_900150175.1
Wilhelm et al. 2019	GCA_900152125.1_ONTARIO_JACKPINE_ORGANIC_Bin.1	0	18	1989	0	27	141	0	12	GCA_900152125.1
Wilhelm et al. 2019	GCA_900151865.1_ONTARIO_JACKPINE_MINERAL_Bin.26	0	54	10231	14	138	554	9	9	GCA_900151865.1
Wilhelm et al. 2019	GCA_900150185.1_BC_LODGEPOLE_MINERAL_Bin.18	0	12	2299	1	31	177	3	4	GCA_900150185.1
Wilhelm et al. 2019	GCA_900152195.1_ONTARIO_JACKPINE_ORGANIC_Bin.27	0	23	2671	0	36	191	0	20	GCA_900152195.1
Wilhelm et al. 2019	GCA_900151285.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.23	0	49	3789	4	51	196	2	5	GCA_900151285.1
Wilhelm et al. 2019	GCA_900151185.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.13	0	9	1338	0	18	43	1	4	GCA_900151185.1
Wilhelm et al. 2019	GCA_900154025.1_ONTARIO_MINERAL_Bin.2	0	64	5811	0	78	228	7	12	GCA_900154025.1
Wilhelm et al. 2019	GCA_900151875.1_ONTARIO_JACKPINE_MINERAL_Bin.27	0	10	1199	0	16	44	0	0	GCA_900151875.1
Wilhelm et al. 2019	GCA_900150825.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.28	0	15	2114	2	28	140	3	1	GCA_900150825.1
Wilhelm et al. 2019	GCA_900153595.1_CALIFORNIA_MINERAL_Bin.33	0	15	1964	0	26	73	3	3	GCA_900153595.1
Wilhelm et al. 2019	GCA_900153435.1_CALIFORNIA_MINERAL_Bin.19	0	13	2873	0	38	123	2	5	GCA_900153435.1
Wilhelm et al. 2019	GCA_900151795.1_ONTARIO_JACKPINE_MINERAL_Bin.19	0	13	1292	1	17	74	0	1	GCA_900151795.1
Wilhelm et al. 2019	GCA_900152615.1_TEXAS_LOBLOLLY_MINERAL_Bin.29	0	94	9297	1	122	475	2	4	GCA_900152615.1
Wilhelm et al. 2019	GCA_900150605.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.7	0	76	10478	16	137	617	13	10	GCA_900150605.1
Wilhelm et al. 2019	GCA_900153335.1_TEXAS_LOBLOLLY_ORGANIC_Bin.9	0	38	3474	0	45	138	1	4	GCA_900153335.1
Wilhelm et al. 2019	GCA_900151175.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.12	0	24	2678	0	34	115	0	4	GCA_900151175.1
Wilhelm et al. 2019	GCA_900149945.1_BC_LODGEPOLE_ORGANIC_Bin.6	0	4	1344	0	17	69	2	1	GCA_900149945.1
Wilhelm et al. 2019	GCA_900153245.1_TEXAS_LOBLOLLY_ORGANIC_Bin.37	0	22	2374	0	30	71	0	3	GCA_900153245.1
Wilhelm et al. 2019	GCA_900151225.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.17	0	154	17632	0	222	1220	2	48	GCA_900151225.1
Wilhelm et al. 2019	GCA_900150865.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.5	0	9	1933	1	24	108	0	2	GCA_900150865.1
Wilhelm et al. 2019	GCA_900150935.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.12	0	111	8547	0	106	479	0	8	GCA_900150935.1
Wilhelm et al. 2019	GCA_900150485.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.25	0	8	1785	0	22	113	0	0	GCA_900150485.1
Wilhelm et al. 2019	GCA_900153705.1_CALIFORNIA_MINERAL_Bin.7	0	64	6337	1	78	239	2	6	GCA_900153705.1
Wilhelm et al. 2019	GCA_900153875.1_ONTARIO_MINERAL_Bin.16	0	14	1555	0	19	56	2	0	GCA_900153875.1
Wilhelm et al. 2019	GCA_900151485.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.40	0	42	3852	1	47	167	1	5	GCA_900151485.1
Wilhelm et al. 2019	GCA_900151415.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.34	0	19	3467	0	42	194	0	4	GCA_900151415.1
Wilhelm et al. 2019	GCA_900152705.1_TEXAS_LOBLOLLY_MINERAL_Bin.37	0	17	2150	0	26	138	7	1	GCA_900152705.1
Wilhelm et al. 2019	GCA_900150595.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.6	0	62	8638	0	104	505	7	7	GCA_900150595.1
Wilhelm et al. 2019	GCA_900153665.1_CALIFORNIA_MINERAL_Bin.3	0	14	1422	0	17	57	2	1	GCA_900153665.1
Wilhelm et al. 2019	GCA_900152435.1_TEXAS_LOBLOLLY_MINERAL_Bin.12	0	23	3264	0	39	121	0	5	GCA_900152435.1
Wilhelm et al. 2019	GCA_900153605.1_CALIFORNIA_MINERAL_Bin.34	0	15	4123	1	49	155	2	3	GCA_900153605.1
Wilhelm et al. 2019	GCA_900150815.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.27	0	40	6063	0	72	355	2	7	GCA_900150815.1
Wilhelm et al. 2019	GCA_900153925.1_ONTARIO_MINERAL_Bin.20	0	11	3117	1	37	109	2	7	GCA_900153925.1
Wilhelm et al. 2019	GCA_900153495.1_CALIFORNIA_MINERAL_Bin.24	0	9	1609	0	19	83	2	3	GCA_900153495.1
Wilhelm et al. 2019	GCA_900151775.1_ONTARIO_JACKPINE_MINERAL_Bin.18	0	12	2123	0	25	104	1	0	GCA_900151775.1
Wilhelm et al. 2019	GCA_900152515.1_TEXAS_LOBLOLLY_MINERAL_Bin.1	0	142	16206	16	190	833	24	27	GCA_900152515.1
Wilhelm et al. 2019	GCA_900152935.1_TEXAS_LOBLOLLY_MINERAL_Bin.8	0	200	26535	5	310	1464	5	33	GCA_900152935.1
